ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2022-02-07,13719.350839030874,12300.071134348815,14928.729644505505,13719.350839030874,13719.350839030874,-58.93318593034778,-58.93318593034778,-58.93318593034778,-136.43076967912873,-136.43076967912873,-136.43076967912873,77.49758374878094,77.49758374878094,77.49758374878094,0.0,0.0,0.0,13660.417653100527
2022-02-08,13719.083850905165,12592.037346232664,15239.688827682225,13719.083850905165,13719.083850905165,181.63247277852176,181.63247277852176,181.63247277852176,83.05140624551899,83.05140624551899,83.05140624551899,98.58106653300275,98.58106653300275,98.58106653300275,0.0,0.0,0.0,13900.716323683686
2022-02-09,13718.816862779455,12485.77856936969,15124.308863287226,13718.816862779455,13718.816862779455,133.82530776968872,133.82530776968872,133.82530776968872,14.000893595163054,14.000893595163054,14.000893595163054,119.82441417452567,119.82441417452567,119.82441417452567,0.0,0.0,0.0,13852.642170549143
2022-02-10,13718.549874653743,12652.888795549461,15189.179051261304,13718.549874653743,13718.549874653743,221.79599778199318,221.79599778199318,221.79599778199318,80.91051298062908,80.91051298062908,80.91051298062908,140.88548480136407,140.88548480136407,140.88548480136407,0.0,0.0,0.0,13940.345872435737
2022-02-11,13718.282886528033,12637.389686196719,15170.741773721782,13718.282886528033,13718.282886528033,199.47656665606135,199.47656665606135,199.47656665606135,38.071969625866465,38.071969625866465,38.071969625866465,161.40459703019488,161.40459703019488,161.40459703019488,0.0,0.0,0.0,13917.759453184095
2022-02-12,13718.015898402326,12483.706603588142,14977.368147851506,13718.015898402326,13718.015898402326,66.3930966492644,66.3930966492644,66.3930966492644,-114.61800122532702,-114.61800122532702,-114.61800122532702,181.01109787459143,181.01109787459143,181.01109787459143,0.0,0.0,0.0,13784.40899505159
2022-02-13,13717.748910276614,12645.89952559498,15205.30879047458,13717.748910276614,13717.748910276614,234.3444974731923,234.3444974731923,234.3444974731923,35.01398845749939,35.01398845749939,35.01398845749939,199.33050901569288,199.33050901569288,199.33050901569288,0.0,0.0,0.0,13952.093407749806
2022-02-14,13717.481922150904,12510.428986610901,15175.5438864079,13717.481922150904,13717.481922150904,79.56135453316719,79.56135453316719,79.56135453316719,-136.43076967909252,-136.43076967909252,-136.43076967909252,215.9921242122597,215.9921242122597,215.9921242122597,0.0,0.0,0.0,13797.043276684071
2022-02-15,13717.214934025194,12844.47743477362,15280.15698271352,13717.214934025194,13717.214934025194,313.6883176133503,313.6883176133503,313.6883176133503,83.05140624522764,83.05140624522764,83.05140624522764,230.63691136812264,230.63691136812264,230.63691136812264,0.0,0.0,0.0,14030.903251638545
2022-02-16,13716.947945899485,12780.459311451306,15255.470330410872,13716.947945899485,13716.947945899485,256.92644960069515,256.92644960069515,256.92644960069515,14.000893595920223,14.000893595920223,14.000893595920223,242.92555600477496,242.92555600477496,242.92555600477496,0.0,0.0,0.0,13973.87439550018
2022-02-17,13716.680957773775,12829.16961579437,15399.825240706417,13716.680957773775,13716.680957773775,333.45698227178735,333.45698227178735,333.45698227178735,80.9105129797533,80.9105129797533,80.9105129797533,252.54646929203406,252.54646929203406,252.54646929203406,0.0,0.0,0.0,14050.137940045563
2022-02-18,13716.413969560086,12732.358314075434,15331.574325633384,13716.413969560086,13716.413969560086,297.2955435907289,297.2955435907289,297.2955435907289,38.07196962530673,38.07196962530673,38.07196962530673,259.2235739654222,259.2235739654222,259.2235739654222,0.0,0.0,0.0,14013.709513150816
2022-02-19,13716.146981346397,12444.827515346165,15153.865975391045,13716.146981346397,13716.146981346397,148.10567472286874,148.10567472286874,148.10567472286874,-114.61800122545937,-114.61800122545937,-114.61800122545937,262.7236759483281,262.7236759483281,262.7236759483281,0.0,0.0,0.0,13864.252656069266
2022-02-20,13715.87999313271,12730.917566754963,15283.050522882339,13715.87999313271,13715.87999313271,297.87721719421444,297.87721719421444,297.87721719421444,35.01398845732692,35.01398845732692,35.01398845732692,262.8632287368875,262.8632287368875,262.8632287368875,0.0,0.0,0.0,14013.757210326925
2022-02-21,13715.613004919021,12508.510755132742,15083.548434905524,13715.613004919021,13715.613004919021,123.08353222668977,123.08353222668977,123.08353222668977,-136.43076967913524,-136.43076967913524,-136.43076967913524,259.514301905825,259.514301905825,259.514301905825,0.0,0.0,0.0,13838.696537145712
2022-02-22,13715.346016705333,12769.535715269993,15266.886974840074,13715.346016705333,13715.346016705333,335.6609808904516,335.6609808904516,335.6609808904516,83.05140624518921,83.05140624518921,83.05140624518921,252.6095746452624,252.6095746452624,252.6095746452624,0.0,0.0,0.0,14051.006997595785
2022-02-23,13715.079028491644,12635.285062620946,15236.565659864431,13715.079028491644,13715.079028491644,256.14708366743196,256.14708366743196,256.14708366743196,14.000893595499775,14.000893595499775,14.000893595499775,242.14619007193218,242.14619007193218,242.14619007193218,0.0,0.0,0.0,13971.226112159076
2022-02-24,13714.812040277955,12782.498825010161,15310.78761257162,13714.812040277955,13714.812040277955,309.0988390338753,309.0988390338753,309.0988390338753,80.91051298025843,80.91051298025843,80.91051298025843,228.1883260536169,228.1883260536169,228.1883260536169,0.0,0.0,0.0,14023.91087931183
2022-02-25,13714.545052064268,12684.02711655668,15422.660441908454,13714.545052064268,13714.545052064268,248.94033279022605,248.94033279022605,248.94033279022605,38.071969625402325,38.071969625402325,38.071969625402325,210.8683631648237,210.8683631648237,210.8683631648237,0.0,0.0,0.0,13963.485384854494
2022-02-26,13714.278063850581,12548.654448388439,15075.97697116418,13714.278063850581,13714.278063850581,75.76855849149835,75.76855849149835,75.76855849149835,-114.61800122547773,-114.61800122547773,-114.61800122547773,190.38655971697608,190.38655971697608,190.38655971697608,0.0,0.0,0.0,13790.046622342079
2022-02-27,13714.011075636892,12589.013971349174,15159.202610361543,13714.011075636892,13714.011075636892,202.02316544129948,202.02316544129948,202.02316544129948,35.013988457817966,35.013988457817966,35.013988457817966,167.00917698348152,167.00917698348152,167.00917698348152,0.0,0.0,0.0,13916.034241078192
2022-02-28,13713.744087423203,12467.440923442287,15029.960781829777,13713.744087423203,13713.744087423203,4.63426436030716,4.63426436030716,4.63426436030716,-136.43076967902016,-136.43076967902016,-136.43076967902016,141.06503403932732,141.06503403932732,141.06503403932732,0.0,0.0,0.0,13718.37835178351
2022-03-01,13713.477099209516,12613.54700808259,15227.579267471881,13713.477099209516,13713.477099209516,195.9919164480783,195.9919164480783,195.9919164480783,83.05140624552133,83.05140624552133,83.05140624552133,112.94051020255696,112.94051020255696,112.94051020255696,0.0,0.0,0.0,13909.469015657594
2022-03-02,13713.210110995828,12530.2380402496,15192.927792393435,13713.210110995828,13713.210110995828,97.07394652473806,97.07394652473806,97.07394652473806,14.000893595668156,14.000893595668156,14.000893595668156,83.07305292906992,83.07305292906992,83.07305292906992,0.0,0.0,0.0,13810.284057520566
2022-03-03,13712.943122782139,12593.438301020688,15074.493500412842,13712.943122782139,13712.943122782139,132.85380211737038,132.85380211737038,132.85380211737038,80.91051298022812,80.91051298022812,80.91051298022812,51.94328913714225,51.94328913714225,51.94328913714225,0.0,0.0,0.0,13845.796924899509
2022-03-04,13712.67613456845,12477.503594817252,15134.470369469358,13712.67613456845,13712.67613456845,58.13784685210027,58.13784685210027,58.13784685210027,38.07196962484258,38.07196962484258,38.07196962484258,20.06587722725769,20.06587722725769,20.06587722725769,0.0,0.0,0.0,13770.81398142055
2022-03-05,13712.409146354763,12415.301515372952,14837.725966303804,13712.409146354763,13712.409146354763,-126.63872683372901,-126.63872683372901,-126.63872683372901,-114.61800122561007,-114.61800122561007,-114.61800122561007,-12.020725608118932,-12.020725608118932,-12.020725608118932,0.0,0.0,0.0,13585.770419521034
2022-03-06,13712.142158141076,12440.936175863439,14946.812770345754,13712.142158141076,13712.142158141076,-8.751383468966281,-8.751383468966281,-8.751383468966281,35.013988457873886,35.013988457873886,35.013988457873886,-43.765371926840174,-43.765371926840174,-43.765371926840174,0.0,0.0,0.0,13703.390774672109
2022-03-07,13711.875169927387,12202.509079503181,14763.22026294228,13711.875169927387,13711.875169927387,-211.04673912204535,-211.04673912204535,-211.04673912204535,-136.43076967906285,-136.43076967906285,-136.43076967906285,-74.61596944298252,-74.61596944298252,-74.61596944298252,0.0,0.0,0.0,13500.828430805343
2022-03-08,13711.608181713698,12433.965062615494,14936.181871654904,13711.608181713698,13711.608181713698,-20.98019305346332,-20.98019305346332,-20.98019305346332,83.05140624548292,83.05140624548292,83.05140624548292,-104.03159929894625,-104.03159929894625,-104.03159929894625,0.0,0.0,0.0,13690.627988660235
2022-03-09,13711.341193500011,12292.576448851103,14887.048298560898,13711.341193500011,13711.341193500011,-117.49383061688579,-117.49383061688579,-117.49383061688579,14.000893595647431,14.000893595647431,14.000893595647431,-131.4947242125332,-131.4947242125332,-131.4947242125332,0.0,0.0,0.0,13593.847362883125
2022-03-10,13711.074205286322,12470.23927862006,14984.483115706438,13711.074205286322,13711.074205286322,-75.61267828569937,-75.61267828569937,-75.61267828569937,80.9105129800428,80.9105129800428,80.9105129800428,-156.52319126574216,-156.52319126574216,-156.52319126574216,0.0,0.0,0.0,13635.461527000623
2022-03-11,13710.807217072634,12276.550540677994,14928.717007415009,13710.807217072634,13710.807217072634,-140.6097595730489,-140.6097595730489,-140.6097595730489,38.07196962559353,38.07196962559353,38.07196962559353,-178.68172919864242,-178.68172919864242,-178.68172919864242,0.0,0.0,0.0,13570.197457499584
2022-03-12,13710.540228858947,12087.75178649146,14638.30812307576,13710.540228858947,13710.540228858947,-312.2106441395499,-312.2106441395499,-312.2106441395499,-114.61800122525197,-114.61800122525197,-114.61800122525197,-197.59264291429793,-197.59264291429793,-197.59264291429793,0.0,0.0,0.0,13398.329584719397
2022-03-13,13710.273239987326,12272.232225535407,14858.436588872271,13710.273239987326,13710.273239987326,-177.93143021055988,-177.93143021055988,-177.93143021055988,35.01398845770141,35.01398845770141,35.01398845770141,-212.94541866826125,-212.94541866826125,-212.94541866826125,0.0,0.0,0.0,13532.341809776766
2022-03-14,13710.006251115707,12067.632261530021,14674.212723080149,13710.006251115707,13710.006251115707,-360.93574178368846,-360.93574178368846,-360.93574178368846,-136.43076967912705,-136.43076967912705,-136.43076967912705,-224.50497210456138,-224.50497210456138,-224.50497210456138,0.0,0.0,0.0,13349.070509332018
2022-03-15,13709.739262244086,12270.031442738202,14904.714598773422,13709.739262244086,13709.739262244086,-149.0668914050388,-149.0668914050388,-149.0668914050388,83.05140624581502,83.05140624581502,83.05140624581502,-232.1182976508538,-232.1182976508538,-232.1182976508538,0.0,0.0,0.0,13560.672370839047
2022-03-16,13709.472273372467,12177.403649026723,14855.976212445396,13709.472273372467,13709.472273372467,-221.71841775365763,-221.71841775365763,-221.71841775365763,14.00089359581581,14.00089359581581,14.00089359581581,-235.71931134947343,-235.71931134947343,-235.71931134947343,0.0,0.0,0.0,13487.753855618808
2022-03-17,13709.205284500846,12310.461003543465,14863.344907432132,13709.205284500846,13709.205284500846,-154.42120629974642,-154.42120629974642,-154.42120629974642,80.91051297985749,80.91051297985749,80.91051297985749,-235.3317192796039,-235.3317192796039,-235.3317192796039,0.0,0.0,0.0,13554.784078201099
2022-03-18,13708.938295629227,12196.670893128789,14851.516608214783,13708.938295629227,13708.938295629227,-192.99781982596778,-192.99781982596778,-192.99781982596778,38.07196962503379,38.07196962503379,38.07196962503379,-231.0697894510016,-231.0697894510016,-231.0697894510016,0.0,0.0,0.0,13515.940475803258
2022-03-19,13708.671306757606,12084.58655264437,14614.231281632974,13708.671306757606,13708.671306757606,-337.75495657317816,-337.75495657317816,-337.75495657317816,-114.6180012253843,-114.6180012253843,-114.6180012253843,-223.13695534779387,-223.13695534779387,-223.13695534779387,0.0,0.0,0.0,13370.916350184427
2022-03-20,13708.404317885987,12100.385784224354,14815.145119775649,13708.404317885987,13708.404317885987,-176.8082444817228,-176.8082444817228,-176.8082444817228,35.01398845752894,35.01398845752894,35.01398845752894,-211.82223293925173,-211.82223293925173,-211.82223293925173,0.0,0.0,0.0,13531.596073404264
2022-03-21,13708.137329014366,12084.386349538705,14730.603480865297,13708.137329014366,13708.137329014366,-333.92525829252264,-333.92525829252264,-333.92525829252264,-136.43076967909087,-136.43076967909087,-136.43076967909087,-197.4944886134318,-197.4944886134318,-197.4944886134318,0.0,0.0,0.0,13374.212070721844
2022-03-22,13707.870340142746,12350.326355138199,14923.358682946366,13707.870340142746,13707.870340142746,-97.54324542282893,-97.54324542282893,-97.54324542282893,83.05140624540607,83.05140624540607,83.05140624540607,-180.59465166823497,-180.59465166823497,-180.59465166823497,0.0,0.0,0.0,13610.327094719918
2022-03-23,13707.603351271126,12285.362274746476,14823.830017089966,13707.603351271126,13707.603351271126,-147.62512661818693,-147.62512661818693,-147.62512661818693,14.000893595984182,14.000893595984182,14.000893595984182,-161.6260202141711,-161.6260202141711,-161.6260202141711,0.0,0.0,0.0,13559.97822465294
2022-03-24,13707.336362399506,12379.405505954423,14872.358960955533,13707.336362399506,13707.336362399506,-60.23234910920107,-60.23234910920107,-60.23234910920107,80.91051298036263,80.91051298036263,80.91051298036263,-141.1428620895637,-141.1428620895637,-141.1428620895637,0.0,0.0,0.0,13647.104013290305
2022-03-25,13707.069373527886,12343.012219796829,14949.580131245531,13707.069373527886,13707.069373527886,-81.66559154117705,-81.66559154117705,-81.66559154117705,38.07196962542447,38.07196962542447,38.07196962542447,-119.73756116660151,-119.73756116660151,-119.73756116660151,0.0,0.0,0.0,13625.403781986708
2022-03-26,13706.802384656266,12261.219179232525,14727.521921822454,13706.802384656266,13706.802384656266,-212.6446040442829,-212.6446040442829,-212.6446040442829,-114.61800122540266,-114.61800122540266,-114.61800122540266,-98.02660281888022,-98.02660281888022,-98.02660281888022,0.0,0.0,0.0,13494.157780611984
2022-03-27,13706.535395784646,12358.543364957452,15046.572957424907,13706.535395784646,13706.535395784646,-41.62174056651493,-41.62174056651493,-41.62174056651493,35.01398845758489,35.01398845758489,35.01398845758489,-76.63572902409982,-76.63572902409982,-76.63572902409982,0.0,0.0,0.0,13664.91365521813
2022-03-28,13706.268406913026,12181.192981554266,14808.599468907907,13706.268406913026,13706.268406913026,-192.615392108132,-192.615392108132,-192.615392108132,-136.4307696790547,-136.4307696790547,-136.4307696790547,-56.18462242907731,-56.18462242907731,-56.18462242907731,0.0,0.0,0.0,13513.653014804895
2022-03-29,13706.001418041405,12441.75497682982,15011.152201019328,13706.001418041405,13706.001418041405,45.77990750258659,45.77990750258659,45.77990750258659,83.05140624573819,83.05140624573819,83.05140624573819,-37.271498743151604,-37.271498743151604,-37.271498743151604,0.0,0.0,0.0,13751.781325543992
2022-03-30,13705.734429169786,12388.310138983994,15016.506060046207,13705.734429169786,13705.734429169786,-6.457103704275123,-6.457103704275123,-6.457103704275123,14.000893595963474,14.000893595963474,14.000893595963474,-20.457997300238596,-20.457997300238596,-20.457997300238596,0.0,0.0,0.0,13699.277325465511
2022-03-31,13705.467440298165,12463.782639395184,14986.439301981112,13705.467440298165,13705.467440298165,74.65575293938593,74.65575293938593,74.65575293938593,80.91051298086775,80.91051298086775,80.91051298086775,-6.254760041481811,-6.254760041481811,-6.254760041481811,0.0,0.0,0.0,13780.123193237552
2022-04-01,13705.200451426546,12476.972917797824,14982.28636404956,13705.200451426546,13705.200451426546,42.963890357326115,42.963890357326115,42.963890357326115,38.07196962552009,38.07196962552009,38.07196962552009,4.891920731806028,4.891920731806028,4.891920731806028,0.0,0.0,0.0,13748.164341783873
2022-04-02,13704.933462554925,12297.994160620845,14907.689621480153,13704.933462554925,13704.933462554925,-102.00597557559081,-102.00597557559081,-102.00597557559081,-114.61800122602544,-114.61800122602544,-114.61800122602544,12.612025650434635,12.612025650434635,12.612025650434635,0.0,0.0,0.0,13602.927486979335
2022-04-03,13704.666473683303,12449.995400662345,15148.131890556457,13704.666473683303,13704.666473683303,51.63596100264974,51.63596100264974,51.63596100264974,35.013988457640785,35.013988457640785,35.013988457640785,16.621972545008955,16.621972545008955,16.621972545008955,0.0,0.0,0.0,13756.302434685953
2022-04-04,13704.399484811684,12250.173647793514,14905.25884087062,13704.399484811684,13704.399484811684,-119.69803859591796,-119.69803859591796,-119.69803859591796,-136.4307696790974,-136.4307696790974,-136.4307696790974,16.73273108317943,16.73273108317943,16.73273108317943,0.0,0.0,0.0,13584.701446215766
2022-04-05,13704.132495682292,12473.445777354518,15102.789798484515,13704.132495682292,13704.132495682292,95.9070513616099,95.9070513616099,95.9070513616099,83.0514062454468,83.0514062454468,83.0514062454468,12.85564511616309,12.85564511616309,12.85564511616309,0.0,0.0,0.0,13800.039547043902
